Geography ID, Name,County,Tribal Areas,Avg. Energy Burden (% income),ENERGY_BURDEN,GEOID
9013538201,Census Tract 5382.01,Tolland County,,3,3,09013538201
9007541100,Census Tract 5411,Middlesex County,,6,6,09007541100
9007541200,Census Tract 5412,Middlesex County,,3,3,09007541200
9007541300,Census Tract 5413,Middlesex County,,2,2,09007541300
9007541401,Census Tract 5414.01,Middlesex County,,3,3,09007541401
9007541402,Census Tract 5414.02,Middlesex County,,3,3,09007541402
9007541500,Census Tract 5415,Middlesex County,,4,4,09007541500
9007541600,Census Tract 5416,Middlesex County,,6,6,09007541600
9007541700,Census Tract 5417,Middlesex County,,6,6,09007541700
9007542000,Census Tract 5420,Middlesex County,,4,4,09007542000
9007542100,Census Tract 5421,Middlesex County,,3,3,09007542100
9007542200,Census Tract 5422,Middlesex County,,3,3,09007542200
9007550100,Census Tract 5501,Middlesex County,,4,4,09007550100
9007550201,Census Tract 5502.01,Middlesex County,,3,3,09007550201
9007550202,Census Tract 5502.02,Middlesex County,,4,4,09007550202
9007560100,Census Tract 5601,Middlesex County,,3,3,09007560100
9007560200,Census Tract 5602,Middlesex County,,4,4,09007560200
9007570100,Census Tract 5701,Middlesex County,,3,3,09007570100
9007570200,Census Tract 5702,Middlesex County,,3,3,09007570200
9007570300,Census Tract 5703,Middlesex County,,3,3,09007570300
9007585100,Census Tract 5851,Middlesex County,,3,3,09007585100
9007590100,Census Tract 5901,Middlesex County,,3,3,09007590100
9007595101,Census Tract 5951.01,Middlesex County,,4,4,09007595101
9007595102,Census Tract 5951.02,Middlesex County,,4,4,09007595102
9007600100,Census Tract 6001,Middlesex County,,4,4,09007600100
9001060500,Census Tract 605,Fairfield County,,2,2,09001060500
9007610100,Census Tract 6101,Middlesex County,,4,4,09007610100
9007610200,Census Tract 6102,Middlesex County,,4,4,09007610200
9007610300,Census Tract 6103,Middlesex County,,3,3,09007610300
9007610400,Census Tract 6104,Middlesex County,,3,3,09007610400
9001061000,Census Tract 610,Fairfield County,,3,3,09001061000
9001061100,Census Tract 611,Fairfield County,,2,2,09001061100
9001061200,Census Tract 612,Fairfield County,,3,3,09001061200
9001061300,Census Tract 613,Fairfield County,,3,3,09001061300
9001061400,Census Tract 614,Fairfield County,,3,3,09001061400
9001061500,Census Tract 615,Fairfield County,,2,2,09001061500
9001061600,Census Tract 616,Fairfield County,,2,2,09001061600
9007620100,Census Tract 6201,Middlesex County,,4,4,09007620100
9007630100,Census Tract 6301,Middlesex County,,3,3,09007630100
9007640100,Census Tract 6401,Middlesex County,,3,3,09007640100
9011650100,Census Tract 6501,New London County,,3,3,09011650100
9011660101,Census Tract 6601.01,New London County,,3,3,09011660101
9011660102,Census Tract 6601.02,New London County,,4,4,09011660102
9007670100,Census Tract 6701,Middlesex County,,4,4,09007670100
9007670200,Census Tract 6702,Middlesex County,,4,4,09007670200
9007680100,Census Tract 6801,Middlesex County,,4,4,09007680100
9007680200,Census Tract 6802,Middlesex County,,3,3,09007680200
9011690300,Census Tract 6903,New London County,,5,5,09011690300
9011690400,Census Tract 6904,New London County,,5,5,09011690400
9011690500,Census Tract 6905,New London County,,5,5,09011690500
9011690700,Census Tract 6907,New London County,,5,5,09011690700
9011690800,Census Tract 6908,New London County,,6,6,09011690800
9011690900,Census Tract 6909,New London County,,3,3,09011690900
9011693300,Census Tract 6933,New London County,,3,3,09011693300
9011693400,Census Tract 6934,New London County,,4,4,09011693400
9011693500,Census Tract 6935,New London County,,3,3,09011693500
9011693600,Census Tract 6936,New London County,,3,3,09011693600
9011693700,Census Tract 6937,New London County,,3,3,09011693700
9011695201,Census Tract 6952.01,New London County,,2,2,09011695201
9011695202,Census Tract 6952.02,New London County,,3,3,09011695202
9011696100,Census Tract 6961,New London County,,5,5,09011696100
9011696200,Census Tract 6962,New London County,,4,4,09011696200
9011696300,Census Tract 6963,New London County,,3,3,09011696300
9011696400,Census Tract 6964,New London County,,7,7,09011696400
9011696500,Census Tract 6965,New London County,,3,3,09011696500
9011696600,Census Tract 6966,New London County,,3,3,09011696600
9011696700,Census Tract 6967,New London County,Mohegan Reservation and Off-Reservation Trust Land,4,4,09011696700
9011696800,Census Tract 6968,New London County,,5,5,09011696800
9011697000,Census Tract 6970,New London County,,6,6,09011697000
9011700100,Census Tract 7001,New London County,Mashantucket Pequot Reservation and Off-Reservation Trust Land,4,4,09011700100
9011701100,Census Tract 7011,New London County,Mashantucket Pequot Reservation and Off-Reservation Trust Land,4,4,09011701100
9011701200,Census Tract 7012,New London County,,3,3,09011701200
9001070100,Census Tract 701,Fairfield County,,3,3,09001070100
9011702100,Census Tract 7021,New London County,,3,3,09011702100
9011702300,Census Tract 7023,New London County,,3,3,09011702300
9011702400,Census Tract 7024,New London County,,3,3,09011702400
9011702500,Census Tract 7025,New London County,,4,4,09011702500
9011702600,Census Tract 7026,New London County,,3,3,09011702600
9011702700,Census Tract 7027,New London County,,3,3,09011702700
9011702800,Census Tract 7028,New London County,,4,4,09011702800
9011702900,Census Tract 7029,New London County,,3,3,09011702900
9001070200,Census Tract 702,Fairfield County,,5,5,09001070200
9011703000,Census Tract 7030,New London County,,3,3,09011703000
9001070300,Census Tract 703,Fairfield County,,15,15,09001070300
9001070400,Census Tract 704,Fairfield County,,7,7,09001070400
9011705101,Census Tract 7051.01,New London County,,3,3,09011705101
9011705102,Census Tract 7051.02,New London County,,4,4,09011705102
9011705200,Census Tract 7052,New London County,,3,3,09011705200
9011705300,Census Tract 7053,New London County,,3,3,09011705300
9011705400,Census Tract 7054,New London County,,3,3,09011705400
9001070500,Census Tract 705,Fairfield County,,9,9,09001070500
9001070600,Census Tract 706,Fairfield County,,5,5,09001070600
9011707100,Census Tract 7071,New London County,Paucatuck Eastern Pequot (state) Reservation,4,4,09011707100
9011708100,Census Tract 7081,New London County,,4,4,09011708100
9011709100,Census Tract 7091,New London County,,4,4,09011709100
9011709200,Census Tract 7092,New London County,,5,5,09011709200
9001070900,Census Tract 709,Fairfield County,,7,7,09001070900
9011710100,Census Tract 7101,New London County,,3,3,09011710100
9001071000,Census Tract 710,Fairfield County,,7,7,09001071000
9011711100,Census Tract 7111,New London County,,4,4,09011711100
9001071100,Census Tract 711,Fairfield County,,6,6,09001071100
9011712100,Census Tract 7121,New London County,,3,3,09011712100
9001071200,Census Tract 712,Fairfield County,,7,7,09001071200
9011713100,Census Tract 7131,New London County,,2,2,09011713100
9001071300,Census Tract 713,Fairfield County,,7,7,09001071300
9011714101,Census Tract 7141.01,New London County,,4,4,09011714101
9011714103,Census Tract 7141.03,New London County,,3,3,09011714103
9011714104,Census Tract 7141.04,New London County,Golden Hill Paugussett (state) Reservation,4,4,09011714104
9001071400,Census Tract 714,Fairfield County,,7,7,09001071400
9011715100,Census Tract 7151,New London County,,3,3,09011715100
9011716101,Census Tract 7161.01,New London County,,3,3,09011716101
9011716102,Census Tract 7161.02,New London County,,3,3,09011716102
9001071600,Census Tract 716,Fairfield County,,10,10,09001071600
9001071900,Census Tract 719,Fairfield County,,6,6,09001071900
9001072000,Census Tract 720,Fairfield County,,5,5,09001072000
9001072100,Census Tract 721,Fairfield County,,4,4,09001072100
9001072200,Census Tract 722,Fairfield County,,5,5,09001072200
9001072300,Census Tract 723,Fairfield County,,4,4,09001072300
9001072400,Census Tract 724,Fairfield County,,5,5,09001072400
9001072500,Census Tract 725,Fairfield County,,4,4,09001072500
9001072600,Census Tract 726,Fairfield County,,4,4,09001072600
9001072700,Census Tract 727,Fairfield County,,4,4,09001072700
9001072800,Census Tract 728,Fairfield County,,5,5,09001072800
9001073000,Census Tract 730,Fairfield County,,4,4,09001073000
9001073200,Census Tract 732,Fairfield County,,5,5,09001073200
9001073300,Census Tract 733,Fairfield County,,6,6,09001073300
9001073400,Census Tract 734,Fairfield County,,6,6,09001073400
9001073500,Census Tract 735,Fairfield County,,7,7,09001073500
9001073600,Census Tract 736,Fairfield County,,7,7,09001073600
9001073700,Census Tract 737,Fairfield County,,7,7,09001073700
9001073800,Census Tract 738,Fairfield County,,10,10,09001073800
9001074300,Census Tract 743,Fairfield County,,6,6,09001074300
9001074400,Census Tract 744,Fairfield County,,7,7,09001074400
9015800500,Census Tract 8005,Windham County,,5,5,09015800500
9015800700,Census Tract 8007,Windham County,,7,7,09015800700
9001080100,Census Tract 801,Fairfield County,,5,5,09001080100
9001080200,Census Tract 802,Fairfield County,,4,4,09001080200
9001080500,Census Tract 805,Fairfield County,,4,4,09001080500
9001080600,Census Tract 806,Fairfield County,,4,4,09001080600
9001080700,Census Tract 807,Fairfield County,,4,4,09001080700
9001080800,Census Tract 808,Fairfield County,,3,3,09001080800
9001080900,Census Tract 809,Fairfield County,,4,4,09001080900
9015815000,Census Tract 8150,Windham County,,4,4,09015815000
9013850100,Census Tract 8501,Tolland County,,3,3,09013850100
9013850200,Census Tract 8502,Tolland County,,3,3,09013850200
9011870100,Census Tract 8701,New London County,,3,3,09011870100
9011870200,Census Tract 8702,New London County,,3,3,09011870200
9011870300,Census Tract 8703,New London County,,5,5,09011870300
9011870501,Census Tract 8705.01,New London County,Mohegan Reservation and Off-Reservation Trust Land,4,4,09011870501
9011870502,Census Tract 8705.02,New London County,,4,4,09011870502
9011870701,Census Tract 8707.01,New London County,,3,3,09011870701
9011870703,Census Tract 8707.03,New London County,,4,4,09011870703
9011870704,Census Tract 8707.04,New London County,,4,4,09011870704
9013881100,Census Tract 8811,Tolland County,,3,3,09013881100
9013881500,Census Tract 8815,Tolland County,,3,3,09013881500
9013890100,Census Tract 8901,Tolland County,,5,5,09013890100
9013890201,Census Tract 8902.01,Tolland County,,3,3,09013890201
9013890202,Census Tract 8902.02,Tolland County,,3,3,09013890202
9015900200,Census Tract 9002,Windham County,,4,4,09015900200
9015902200,Census Tract 9022,Windham County,,4,4,09015902200
9015903200,Census Tract 9032,Windham County,,4,4,09015903200
9001090300,Census Tract 903,Fairfield County,,3,3,09001090300
9015904400,Census Tract 9044,Windham County,,5,5,09015904400
9015906100,Census Tract 9061,Windham County,,4,4,09015906100
9015907200,Census Tract 9072,Windham County,,5,5,09015907200
9015907300,Census Tract 9073,Windham County,,5,5,09015907300
9001090700,Census Tract 907,Fairfield County,,3,3,09001090700
9015908100,Census Tract 9081,Windham County,,4,4,09015908100
