id,tract,Geographic Area Name,"CTRUCA.Tract Population, 2010","CTRUCA.Land Area (square miles), 2010","CTRUCA.Population Density (per square mile), 2010",Rural Rank,POC population,percent,racialdiversitytable.percentile rank,racial diversity index,,,Composite Index (Income/Rural Rank/DI/Housing),rounded composite,,,,,Check composites with Mike; all 4 values?,,RUCA Codes
1400000US09001110100,9001110100,"Census Tract 1101, Fairfield County, Connecticut",2321,0.305851224,7588.656895,1,335,11.42954623,0.475,3,,,3.5,4,,,,,,,
1400000US09001110201,9001110201,"Census Tract 1102.01, Fairfield County, Connecticut",4782,1.262281138,3788.379511,1,748,15.42268041,0.633,4,,,3.5,4,,,,,,,
1400000US09001110202,9001110202,"Census Tract 1102.02, Fairfield County, Connecticut",4756,3.964037285,1199.786899,1,300,6.309148265,0.218,2,,,2.5,3,,,,,,,
1400000US09001110301,9001110301,"Census Tract 1103.01, Fairfield County, Connecticut",6174,3.986708819,1548.645833,1,899,13.65016702,0.586,3,,,3,3,,,,,,,
1400000US09001110302,9001110302,"Census Tract 1103.02, Fairfield County, Connecticut",2602,3.033231428,857.8310168,1,470,14.03823178,0.596,3,,,2.5,3,,,,,,,
1400000US09001110400,9001110400,"Census Tract 1104, Fairfield County, Connecticut",4911,4.033982397,1217.407395,1,342,7.080745342,0.26,2,,,2,2,,,,,,,
1400000US09001110500,9001110500,"Census Tract 1105, Fairfield County, Connecticut",5928,5.201816379,1139.601933,1,205,3.708393632,0.09,1,,,1.5,2,,,,,,,
1400000US09001110600,9001110600,"Census Tract 1106, Fairfield County, Connecticut",8085,8.837776468,914.8228662,1,777,9.346806207,0.386,2,,,2,2,,,,,,,
1400000US09001200100,9001200100,"Census Tract 2001, Fairfield County, Connecticut",3606,1.951978928,1847.356008,1,652,17.64546685,0.7,4,,,3.5,4,,,,,,,
1400000US09001200200,9001200200,"Census Tract 2002, Fairfield County, Connecticut",4908,2.17036411,2261.371711,1,913,17.48037526,0.694,4,,,4,4,,,,,,,
1400000US09001200301,9001200301,"Census Tract 2003.01, Fairfield County, Connecticut",4852,3.811230013,1273.079815,1,826,15.77540107,0.644,4,,,2.5,3,,,,,,,
1400000US09001200302,9001200302,"Census Tract 2003.02, Fairfield County, Connecticut",5218,8.954968131,582.6933076,1,252,4.57433291,0.126,1,,,1.5,2,,,,,,,
1400000US09001205100,9001205100,"Census Tract 2051, Fairfield County, Connecticut",4000,3.689896633,1084.041207,1,443,10.29275093,0.431,3,,,2,2,,,,,,,
1400000US09001205200,9001205200,"Census Tract 2052, Fairfield County, Connecticut",7054,9.674592315,729.1263312,1,418,6.022187005,0.199,1,,,1,1,,,,,,,
1400000US09001205300,9001205300,"Census Tract 2053, Fairfield County, Connecticut",5398,6.40843973,842.3267172,1,956,16.56558655,0.667,4,,,3,3,,,,,,,
1400000US09001210100,9001210100,"Census Tract 2101, Fairfield County, Connecticut",5986,0.59647535,10035.62007,1,2413,42.72308782,0.978,5,,,5,5,,,,,,,
1400000US09001210200,9001210200,"Census Tract 2102, Fairfield County, Connecticut",6578,0.82963396,7928.797903,1,3094,48.68607396,0.99,5,,,4.5,5,,,,,,,
1400000US09001210300,9001210300,"Census Tract 2103, Fairfield County, Connecticut",5305,1.02707001,5165.178567,1,2525,43.19931565,0.981,5,,,4,4,,,,,,,
1400000US09001210400,9001210400,"Census Tract 2104, Fairfield County, Connecticut",8419,2.895560906,2907.554105,1,3696,39.00791557,0.966,5,,,4,4,,,,,,,
1400000US09001210500,9001210500,"Census Tract 2105, Fairfield County, Connecticut",7033,12.7348007,552.2662007,1,1480,17.31399158,0.69,4,,,3,3,,,,,,,
1400000US09001210600,9001210600,"Census Tract 2106, Fairfield County, Connecticut",6173,1.04197394,5924.332428,1,2392,39.9398898,0.969,5,,,4.5,5,,,,,,,
1400000US09001210701,9001210701,"Census Tract 2107.01, Fairfield County, Connecticut",5470,0.481334276,11364.24366,1,1894,32.43150685,0.928,5,,,5,5,,,,,,,
1400000US09001210702,9001210702,"Census Tract 2107.02, Fairfield County, Connecticut",4478,0.607608993,7369.871172,1,1749,37.67772512,0.965,5,,,4.5,5,,,,,,,
1400000US09001210800,9001210800,"Census Tract 2108, Fairfield County, Connecticut",5623,6.189622114,908.4561055,1,919,16.35813457,0.667,4,,,3,3,,,,,,,
1400000US09001210900,9001210900,"Census Tract 2109, Fairfield County, Connecticut",5713,4.907400729,1164.160075,1,1040,19.60784314,0.753,4,,,3,3,,,,,,,
1400000US09001211000,9001211000,"Census Tract 2110, Fairfield County, Connecticut",4034,2.7578066,1462.756671,1,1473,31.73884939,0.918,5,,,4,4,,,,,,,
1400000US09001211200,9001211200,"Census Tract 2112, Fairfield County, Connecticut",6046,2.564603774,2357.479179,1,1698,25.35842294,0.852,5,,,4,4,,,,,,,
1400000US09001211300,9001211300,"Census Tract 2113, Fairfield County, Connecticut",3635,1.887665503,1925.658966,1,487,12.23310726,0.531,3,,,2.5,3,,,,,,,
1400000US09001211400,9001211400,"Census Tract 2114, Fairfield County, Connecticut",5025,2.803701021,1792.273842,1,714,14.07173827,0.609,4,,,3.5,4,,,,,,,
1400000US09001220100,9001220100,"Census Tract 2201, Fairfield County, Connecticut",5193,4.24369611,1223.697425,1,472,8.771603791,0.367,2,,,2,2,,,,,,,
1400000US09001220200,9001220200,"Census Tract 2202, Fairfield County, Connecticut",4893,11.87389247,412.0805384,1,503,9.934821252,0.418,3,,,2,2,,,,,,,
1400000US09001220300,9001220300,"Census Tract 2203, Fairfield County, Connecticut",3795,4.324394939,877.5794194,1,254,7.234406152,0.272,2,,,2,2,,,,,,,
1400000US09001230100,9001230100,"Census Tract 2301, Fairfield County, Connecticut",7061,15.37912106,459.1289692,1,503,7.00459546,0.257,2,,,2,2,,,,,,,
1400000US09001230200,9001230200,"Census Tract 2302, Fairfield County, Connecticut",1941,2.306841576,841.4101862,1,123,6.546035125,0.234,2,,,1.5,2,,,,,,,
1400000US09001230300,9001230300,"Census Tract 2303, Fairfield County, Connecticut",3441,8.003262563,429.9496578,1,135,3.776223776,0.095,1,,,1,1,,,,,,,
1400000US09001230400,9001230400,"Census Tract 2304, Fairfield County, Connecticut",5651,13.8477074,408.0819905,1,560,9.29769218,0.39,2,,,1.5,2,,,,,,,
1400000US09001230501,9001230501,"Census Tract 2305.01, Fairfield County, Connecticut",4329,7.745610404,558.8972042,1,381,9.263311451,0.387,2,,,1.5,2,,,,,,,
1400000US09001230502,9001230502,"Census Tract 2305.02, Fairfield County, Connecticut",5137,10.37608167,495.0809145,1,402,7.958820036,0.307,2,,,1.5,2,,,,,,,
1400000US09001240100,9001240100,"Census Tract 2401, Fairfield County, Connecticut",4599,13.37270945,343.9093639,1,81,1.75972192,0.015,1,,,1,1,,,,,,,
1400000US09001240200,9001240200,"Census Tract 2402, Fairfield County, Connecticut",4559,18.12648437,251.5104367,2,380,8.30964356,0.327,2,,,1.5,2,,,,,,,
1400000US09001245100,9001245100,"Census Tract 2451, Fairfield County, Connecticut",2870,3.995032796,718.3921001,1,169,5.849775009,0.195,1,,,1,1,,,,,,,
1400000US09001245200,9001245200,"Census Tract 2452, Fairfield County, Connecticut",4397,7.305212225,601.8990092,1,534,11.89309577,0.503,3,,,2,2,,,,,,,
1400000US09001245300,9001245300,"Census Tract 2453, Fairfield County, Connecticut",4974,5.272832924,943.3259258,1,335,6.697321072,0.242,2,,,1.5,2,,,,,,,
1400000US09001245400,9001245400,"Census Tract 2454, Fairfield County, Connecticut",3311,4.855554157,681.8995099,1,125,4.129501156,0.112,1,,,1,1,,,,,,,
1400000US09001245500,9001245500,"Census Tract 2455, Fairfield County, Connecticut",3099,2.991798418,1035.83182,1,425,13.98026316,0.599,3,,,2,2,,,,,,,
1400000US09001245600,9001245600,"Census Tract 2456, Fairfield County, Connecticut",5987,10.09493403,593.0697498,1,777,11.78343949,0.493,3,,,2,2,,,,,,,
1400000US09001257100,9001257100,"Census Tract 2571, Fairfield County, Connecticut",3581,21.89178174,163.5773663,2,211,5.782406139,0.193,1,,,1.5,2,,,,,,,
1400000US09001257200,9001257200,"Census Tract 2572, Fairfield County, Connecticut",3722,0.599788493,6205.52085,1,788,19.23828125,0.737,4,,,4.5,5,,,,,,,
1400000US09003330100,9003330100,"Census Tract 3301, Hartford County, Connecticut",2114,33.07935172,63.9069356,2,262,13.21897074,0.564,3,,,3,3,,,,,,,
1400000US09003400100,9003400100,"Census Tract 4001, Hartford County, Connecticut",7195,7.535148425,954.8584306,1,647,8.813513145,0.363,2,,,2.5,3,,,,,,,
1400000US09003400200,9003400200,"Census Tract 4002, Hartford County, Connecticut",5769,12.7262246,453.3159033,1,469,7.502799552,0.276,2,,,2,2,,,,,,,
1400000US09003400300,9003400300,"Census Tract 4003, Hartford County, Connecticut",6902,6.063002222,1138.379923,1,453,6.572838073,0.234,2,,,2,2,,,,,,,
1400000US09003405100,9003405100,"Census Tract 4051, Hartford County, Connecticut",3171,0.999438607,3172.781176,1,480,14.58966565,0.606,4,,,4,4,,,,,,,
1400000US09003405200,9003405200,"Census Tract 4052, Hartford County, Connecticut",4447,1.401490277,3173.050911,1,267,6.825153374,0.246,2,,,3.5,4,,,,,,,
1400000US09003405300,9003405300,"Census Tract 4053, Hartford County, Connecticut",6140,1.348223621,4554.140651,1,879,13.6448308,0.587,3,,,4,4,,,,,,,
1400000US09003405401,9003405401,"Census Tract 4054.01, Hartford County, Connecticut",3325,1.469337696,2262.924316,1,623,18.32892027,0.718,4,,,3.5,4,,,,,,,
1400000US09003405402,9003405402,"Census Tract 4054.02, Hartford County, Connecticut",3982,1.76169156,2260.327568,1,1020,27.08443972,0.866,5,,,5,5,,,,,,,
1400000US09003405500,9003405500,"Census Tract 4055, Hartford County, Connecticut",5206,3.238275235,1607.645929,1,419,7.827386512,0.296,2,,,3,3,,,,,,,
1400000US09003405600,9003405600,"Census Tract 4056, Hartford County, Connecticut",7222,2.939286205,2457.059128,1,895,12.0408987,0.514,3,,,3.5,4,,,,,,,
1400000US09003405700,9003405700,"Census Tract 4057, Hartford County, Connecticut",2186,1.381813352,1581.979214,1,252,11.93181818,0.506,3,,,4,4,,,,,,,
1400000US09003405800,9003405800,"Census Tract 4058, Hartford County, Connecticut",7388,5.991298029,1233.121765,1,643,8.396448159,0.333,2,,,2.5,3,,,,,,,
1400000US09003405900,9003405900,"Census Tract 4059, Hartford County, Connecticut",4636,2.046539984,2265.286795,1,232,5.010799136,0.155,1,,,2,2,,,,,,,
1400000US09003406001,9003406001,"Census Tract 4060.01, Hartford County, Connecticut",4054,1.644845459,2464.669236,1,736,18.2494421,0.716,4,,,4.5,5,,,,,,,
1400000US09003406002,9003406002,"Census Tract 4060.02, Hartford County, Connecticut",4810,1.494685304,3218.068706,1,367,8.375171155,0.33,2,,,2.5,3,,,,,,,
1400000US09003406100,9003406100,"Census Tract 4061, Hartford County, Connecticut",3910,0.694012868,5633.901301,1,831,21.82247899,0.793,4,,,4.5,5,,,,,,,
1400000US09003410101,9003410101,"Census Tract 4101.01, Hartford County, Connecticut",5246,16.95862722,309.3410765,2,291,5.309250137,0.171,1,,,1.5,2,,,,,,,
1400000US09003410102,9003410102,"Census Tract 4101.02, Hartford County, Connecticut",4055,12.78199281,317.2431764,2,275,6.582096697,0.237,2,,,1.5,2,,,,,,,
1400000US09003415300,9003415300,"Census Tract 4153, Hartford County, Connecticut",2282,0.208951161,10921.21234,1,495,23.79807692,0.817,5,,,5,5,,,,,,,
1400000US09003415400,9003415400,"Census Tract 4154, Hartford County, Connecticut",6289,1.084100776,5801.121206,1,658,10.31186334,0.428,3,,,4,4,,,,,,,
1400000US09003415500,9003415500,"Census Tract 4155, Hartford County, Connecticut",2930,0.43336224,6761.087453,1,614,20.81355932,0.768,4,,,4.5,5,,,,,,,
1400000US09003415600,9003415600,"Census Tract 4156, Hartford County, Connecticut",4215,0.441011696,9557.569652,1,1472,32.0278503,0.921,5,,,5,5,,,,,,,
1400000US09003415700,9003415700,"Census Tract 4157, Hartford County, Connecticut",3266,0.493825068,6613.678025,1,492,15.76417815,0.643,4,,,4.5,5,,,,,,,
1400000US09003415800,9003415800,"Census Tract 4158, Hartford County, Connecticut",2473,0.529070405,4674.236126,1,379,13.83716685,0.595,3,,,4,4,,,,,,,
1400000US09003415900,9003415900,"Census Tract 4159, Hartford County, Connecticut",1788,0.251401551,7112.127963,1,190,13.24965132,0.565,3,,,4,4,,,,,,,
1400000US09003416000,9003416000,"Census Tract 4160, Hartford County, Connecticut",4516,0.313545082,14403.03248,1,529,11.12279226,0.467,3,,,4,4,,,,,,,
1400000US09003416100,9003416100,"Census Tract 4161, Hartford County, Connecticut",4809,0.346125156,13893.81823,1,1470,31.21019108,0.91,5,,,5,5,,,,,,,
1400000US09003416200,9003416200,"Census Tract 4162, Hartford County, Connecticut",3102,0.21479752,14441.5075,1,657,21.92192192,0.796,4,,,4.5,5,,,,,,,
1400000US09003416300,9003416300,"Census Tract 4163, Hartford County, Connecticut",3737,0.708157335,5277.075891,1,795,20.24446142,0.761,4,,,4.5,5,,,,,,,
1400000US09003416400,9003416400,"Census Tract 4164, Hartford County, Connecticut",3313,1.728517661,1916.671189,1,371,11.05153411,0.465,3,,,3,3,,,,,,,
1400000US09003416500,9003416500,"Census Tract 4165, Hartford County, Connecticut",4703,1.198807099,3923.066526,1,665,13.51626016,0.583,3,,,3.5,4,,,,,,,
1400000US09003416600,9003416600,"Census Tract 4166, Hartford County, Connecticut",2937,0.617181624,4758.72885,1,552,18.58585859,0.726,4,,,4.5,5,,,,,,,
1400000US09003416700,9003416700,"Census Tract 4167, Hartford County, Connecticut",6561,1.013743693,6472.05013,1,1483,22.21057361,0.801,5,,,5,5,,,,,,,
1400000US09003416800,9003416800,"Census Tract 4168, Hartford County, Connecticut",3019,0.45797857,6592.011503,1,744,24.89126798,0.83,5,,,5,5,,,,,,,
1400000US09003417100,9003417100,"Census Tract 4171, Hartford County, Connecticut",1886,0.457929535,4118.537584,1,362,21.14485981,0.774,4,,,4.5,5,,,,,,,
1400000US09003417200,9003417200,"Census Tract 4172, Hartford County, Connecticut",1822,0.232416521,7839.373868,1,377,25.31900604,0.839,5,,,5,5,,,,,,,
1400000US09003417400,9003417400,"Census Tract 4174, Hartford County, Connecticut",2954,1.056280184,2796.606474,1,566,19.68011127,0.754,4,,,4,4,,,,,,,
1400000US09003417500,9003417500,"Census Tract 4175, Hartford County, Connecticut",4454,1.380041529,3227.439107,1,790,18.23638042,0.724,4,,,4.5,5,,,,,,,
1400000US09003420400,9003420400,"Census Tract 4204, Hartford County, Connecticut",2839,2.23165088,1272.15239,1,480,14.82854495,0.62,4,,,3.5,4,,,,,,,
1400000US09003420500,9003420500,"Census Tract 4205, Hartford County, Connecticut",5442,1.825011544,2981.898946,1,836,16.84125705,0.682,4,,,4,4,,,,,,,
1400000US09003420600,9003420600,"Census Tract 4206, Hartford County, Connecticut",5880,2.254127046,2608.548622,1,713,11.99125462,0.521,3,,,3.5,4,,,,,,,
1400000US09003420700,9003420700,"Census Tract 4207, Hartford County, Connecticut",3555,3.399733126,1045.670312,1,132,3.801843318,0.102,1,,,2.5,3,,,,,,,
1400000US09003430100,9003430100,"Census Tract 4301, Hartford County, Connecticut",4103,1.266337527,3240.052444,1,557,12.16157205,0.525,3,,,3.5,4,,,,,,,
1400000US09003430201,9003430201,"Census Tract 4302.01, Hartford County, Connecticut",3388,2.51852441,1345.232147,1,332,9.108367627,0.389,2,,,3,3,,,,,,,
1400000US09003430202,9003430202,"Census Tract 4302.02, Hartford County, Connecticut",4709,6.286468895,749.0691641,1,432,8.706166868,0.366,2,,,1.5,2,,,,,,,
1400000US09003430203,9003430203,"Census Tract 4302.03, Hartford County, Connecticut",4212,2.005430141,2100.297544,1,274,6.221616712,0.226,2,,,3,3,,,,,,,
1400000US09003430301,9003430301,"Census Tract 4303.01, Hartford County, Connecticut",3599,3.660618891,983.1670838,1,208,5.609492988,0.195,1,,,1,1,,,,,,,
1400000US09003430302,9003430302,"Census Tract 4303.02, Hartford County, Connecticut",2755,1.710466612,1610.671603,1,67,2.325581395,0.031,1,,,2,2,,,,,,,
1400000US09003430400,9003430400,"Census Tract 4304, Hartford County, Connecticut",5049,3.852474992,1310.586055,1,137,3.368576346,0.079,1,,,2,2,,,,,,,
1400000US09003430500,9003430500,"Census Tract 4305, Hartford County, Connecticut",6547,4.783024091,1368.799294,1,17,0.25275052,0,1,,,1,1,,,,,,,
1400000US09003430601,9003430601,"Census Tract 4306.01, Hartford County, Connecticut",5202,8.419323951,617.8643357,1,494,9.434682964,0.392,2,,,3.5,4,,,,,,,
1400000US09003430602,9003430602,"Census Tract 4306.02, Hartford County, Connecticut",3505,1.409440121,2486.803056,1,234,6.550951848,0.239,2,,,2.5,3,,,,,,,
1400000US09003460100,9003460100,"Census Tract 4601, Hartford County, Connecticut",3325,3.800365098,874.9159394,1,439,13.60818351,0.587,3,,,2.5,3,,,,,,,
1400000US09003460202,9003460202,"Census Tract 4602.02, Hartford County, Connecticut",4119,7.605598945,541.5747044,1,938,21.68786127,0.788,4,,,3,3,,,,,,,
1400000US09003460203,9003460203,"Census Tract 4602.03, Hartford County, Connecticut",3018,4.734208421,637.4877765,1,965,29.84843798,0.891,5,,,4,4,,,,,,,
1400000US09003460204,9003460204,"Census Tract 4602.04, Hartford County, Connecticut",5941,6.792439579,874.6489286,1,1319,21.43669755,0.783,4,,,3.5,4,,,,,,,
1400000US09003460301,9003460301,"Census Tract 4603.01, Hartford County, Connecticut",4982,2.857278103,1743.617464,1,457,9.568676717,0.409,3,,,3,3,,,,,,,
1400000US09003460302,9003460302,"Census Tract 4603.02, Hartford County, Connecticut",4033,2.239921961,1800.509156,1,489,12.81782438,0.557,3,,,3,3,,,,,,,
1400000US09003462101,9003462101,"Census Tract 4621.01, Hartford County, Connecticut",5833,4.109924448,1419.247501,1,947,14.97706785,0.619,4,,,3,3,,,,,,,
1400000US09003462102,9003462102,"Census Tract 4621.02, Hartford County, Connecticut",4239,4.394791404,964.550899,1,839,21.28361238,0.775,4,,,2.5,3,,,,,,,
1400000US09003462201,9003462201,"Census Tract 4622.01, Hartford County, Connecticut",5256,8.51292979,617.4137612,1,771,14.86694948,0.618,4,,,3.5,4,,,,,,,
1400000US09003462202,9003462202,"Census Tract 4622.02, Hartford County, Connecticut",2692,6.122822963,439.6664768,1,813,28.41663754,0.871,5,,,3,3,,,,,,,
1400000US09003464101,9003464101,"Census Tract 4641.01, Hartford County, Connecticut",5285,20.37469479,259.3903887,2,162,3.003893937,0.052,1,,,1.5,2,,,,,,,
1400000US09003464102,9003464102,"Census Tract 4641.02, Hartford County, Connecticut",5007,4.210973178,1189.036308,1,487,9.948927477,0.418,3,,,3,3,,,,,,,
1400000US09003466101,9003466101,"Census Tract 4661.01, Hartford County, Connecticut",4200,5.355100101,784.2990646,1,168,3.831242873,0.099,1,,,1.5,2,,,,,,,
1400000US09003466102,9003466102,"Census Tract 4661.02, Hartford County, Connecticut",4978,4.259451781,1168.695,1,441,8.987161198,0.376,2,,,2,2,,,,,,,
1400000US09003466201,9003466201,"Census Tract 4662.01, Hartford County, Connecticut",2318,3.1226608,742.3156559,1,393,13.57512953,0.59,3,,,3,3,,,,,,,
1400000US09003466202,9003466202,"Census Tract 4662.02, Hartford County, Connecticut",4732,11.02451633,429.2251795,1,355,7.206658546,0.273,2,,,1.5,2,,,,,,,
1400000US09003466300,9003466300,"Census Tract 4663, Hartford County, Connecticut",4866,4.047989025,1202.078358,1,353,7.00674871,0.259,2,,,1.5,2,,,,,,,
1400000US09003466400,9003466400,"Census Tract 4664, Hartford County, Connecticut",2417,6.114031802,395.320155,1,323,12.1978852,0.523,3,,,2.5,3,,,,,,,
1400000US09003468101,9003468101,"Census Tract 4681.01, Hartford County, Connecticut",7468,35.34273711,211.3022536,1,397,5.369944542,0.179,1,,,1,1,,,,,,,
1400000US09003468102,9003468102,"Census Tract 4681.02, Hartford County, Connecticut",3814,5.335388813,714.8494953,1,257,6.476814516,0.238,2,,,2,2,,,,,,,
1400000US09003470100,9003470100,"Census Tract 4701, Hartford County, Connecticut",5148,16.65132309,309.1646214,1,712,13.42383107,0.578,3,,,3,3,,,,,,,
1400000US09003471100,9003471100,"Census Tract 4711, Hartford County, Connecticut",3635,1.054590214,3446.836459,1,387,9.951144253,0.415,3,,,3.5,4,,,,,,,
1400000US09003471200,9003471200,"Census Tract 4712, Hartford County, Connecticut",3347,2.244728547,1491.048886,1,146,4.43768997,0.131,1,,,2.5,3,,,,,,,
1400000US09003471300,9003471300,"Census Tract 4713, Hartford County, Connecticut",4577,3.410022749,1342.219785,1,141,3.147321429,0.059,1,,,2,2,,,,,,,
1400000US09003471400,9003471400,"Census Tract 4714, Hartford County, Connecticut",5515,12.88583808,427.9892364,1,422,7.692307692,0.285,2,,,2,2,,,,,,,
1400000US09003471500,9003471500,"Census Tract 4715, Hartford County, Connecticut",3412,6.467490197,527.561681,1,476,12.27753418,0.522,3,,,3,3,,,,,,,
1400000US09003473100,9003473100,"Census Tract 4731, Hartford County, Connecticut",6246,4.092109307,1526.352189,1,163,2.549264936,0.031,1,,,1.5,2,,,,,,,
1400000US09003473400,9003473400,"Census Tract 4734, Hartford County, Connecticut",1854,0.889543118,2084.216002,1,133,7.728065078,0.289,2,,,3,3,,,,,,,
1400000US09003473501,9003473501,"Census Tract 4735.01, Hartford County, Connecticut",4400,9.611921754,457.7648583,1,573,13.56534091,0.579,3,,,2.5,3,,,,,,,
1400000US09003473502,9003473502,"Census Tract 4735.02, Hartford County, Connecticut",3241,5.417525873,598.2435666,1,267,8.708414873,0.361,2,,,2.5,3,,,,,,,
1400000US09003473601,9003473601,"Census Tract 4736.01, Hartford County, Connecticut",3320,4.819932756,688.80629,1,430,13.94293126,0.587,3,,,3,3,,,,,,,
1400000US09003473602,9003473602,"Census Tract 4736.02, Hartford County, Connecticut",2260,1.255904274,1799.500206,1,637,24.86338798,0.819,5,,,4,4,,,,,,,
1400000US09003473700,9003473700,"Census Tract 4737, Hartford County, Connecticut",5865,2.759103903,2125.690154,1,792,13.11909889,0.561,3,,,3.5,4,,,,,,,
1400000US09003473800,9003473800,"Census Tract 4738, Hartford County, Connecticut",1858,0.728708782,2549.715396,1,526,29.70073405,0.884,5,,,4.5,5,,,,,,,
1400000US09003476100,9003476100,"Census Tract 4761, Hartford County, Connecticut",4570,2.45107043,1864.491507,1,309,6.648020654,0.245,2,,,3,3,,,,,,,
1400000US09003476200,9003476200,"Census Tract 4762, Hartford County, Connecticut",2814,1.538820257,1828.673614,1,266,9.439318666,0.392,2,,,3,3,,,,,,,
1400000US09003476300,9003476300,"Census Tract 4763, Hartford County, Connecticut",5114,3.615713277,1414.382062,1,896,17.2142171,0.675,4,,,4,4,,,,,,,
1400000US09003477101,9003477101,"Census Tract 4771.01, Hartford County, Connecticut",4259,17.49978417,243.3744302,1,218,5.216558985,0.171,1,,,1.5,2,,,,,,,
1400000US09003477102,9003477102,"Census Tract 4771.02, Hartford County, Connecticut",8521,10.62522375,801.9595826,1,1391,16.28233642,0.649,4,,,3,3,,,,,,,
1400000US09003477200,9003477200,"Census Tract 4772, Hartford County, Connecticut",2955,13.90515979,212.5110422,1,100,3.371544167,0.078,1,,,1.5,2,,,,,,,
1400000US09003480300,9003480300,"Census Tract 4803, Hartford County, Connecticut",2244,1.134458924,1978.035478,1,147,6.627592426,0.242,2,,,3,3,,,,,,,
1400000US09003480400,9003480400,"Census Tract 4804, Hartford County, Connecticut",3730,1.623234162,2297.881654,1,350,9.508285792,0.402,3,,,3,3,,,,,,,
1400000US09003480500,9003480500,"Census Tract 4805, Hartford County, Connecticut",3253,1.404285271,2316.480894,1,313,9.46191052,0.393,2,,,3,3,,,,,,,
1400000US09003480600,9003480600,"Census Tract 4806, Hartford County, Connecticut",4955,0.674132853,7350.183242,1,1583,33.0480167,0.919,5,,,5,5,,,,,,,
1400000US09003480700,9003480700,"Census Tract 4807, Hartford County, Connecticut",2210,0.906872155,2436.947685,1,288,11.93040597,0.508,3,,,4,4,,,,,,,
1400000US09003480800,9003480800,"Census Tract 4808, Hartford County, Connecticut",4425,5.079765621,871.1031828,1,536,11.65977812,0.49,3,,,3.5,4,,,,,,,
1400000US09003480900,9003480900,"Census Tract 4809, Hartford County, Connecticut",2246,2.255843656,995.6363747,1,143,6.447249775,0.239,2,,,2.5,3,,,,,,,
1400000US09003481000,9003481000,"Census Tract 4810, Hartford County, Connecticut",3644,7.506528216,485.4441222,1,191,5.202941978,0.17,1,,,1.5,2,,,,,,,
1400000US09003481100,9003481100,"Census Tract 4811, Hartford County, Connecticut",3855,2.218237305,1737.866365,1,332,8.44568812,0.339,2,,,3,3,,,,,,,
1400000US09003481200,9003481200,"Census Tract 4812, Hartford County, Connecticut",3769,2.370252295,1590.126084,1,399,10.01757469,0.41,3,,,3,3,,,,,,,
1400000US09003481300,9003481300,"Census Tract 4813, Hartford County, Connecticut",3032,3.024701659,1002.412913,1,121,4.223385689,0.124,1,,,2,2,,,,,,,
1400000US09003484100,9003484100,"Census Tract 4841, Hartford County, Connecticut",5527,12.94079007,427.099116,1,1037,19.53654861,0.732,4,,,4,4,,,,,,,
1400000US09003484200,9003484200,"Census Tract 4842, Hartford County, Connecticut",5635,13.30991109,423.3687184,1,778,12.67720385,0.542,3,,,3.5,4,,,,,,,
1400000US09003487100,9003487100,"Census Tract 4871, Hartford County, Connecticut",6781,7.063096431,960.0605154,1,931,13.09055118,0.552,3,,,2.5,3,,,,,,,
1400000US09003487201,9003487201,"Census Tract 4872.01, Hartford County, Connecticut",4567,2.795556196,1633.664173,1,883,19.07539425,0.722,4,,,3,3,,,,,,,
1400000US09003487202,9003487202,"Census Tract 4872.02, Hartford County, Connecticut",3659,2.212579363,1653.725991,1,603,16.8153932,0.661,4,,,2.5,3,,,,,,,
1400000US09003487300,9003487300,"Census Tract 4873, Hartford County, Connecticut",1595,6.23912273,255.644915,1,208,13.75661376,0.581,3,,,2.5,3,,,,,,,
1400000US09003487400,9003487400,"Census Tract 4874, Hartford County, Connecticut",2317,5.136922642,451.0482562,1,292,12.19715957,0.517,3,,,2.5,3,,,,,,,
1400000US09003487500,9003487500,"Census Tract 4875, Hartford County, Connecticut",6790,4.615545323,1471.115443,1,1830,27.45686422,0.861,5,,,4.5,5,,,,,,,
1400000US09003490100,9003490100,"Census Tract 4901, Hartford County, Connecticut",5316,4.31086785,1233.162367,1,1270,22.27679354,0.791,4,,,4,4,,,,,,,
1400000US09003490302,9003490302,"Census Tract 4903.02, Hartford County, Connecticut",8249,4.675047915,1764.473894,1,2870,35.59910692,0.938,5,,,4,4,,,,,,,
1400000US09003492100,9003492100,"Census Tract 4921, Hartford County, Connecticut",3319,3.431130955,967.319535,1,109,3.22962963,0.069,1,,,2,2,,,,,,,
1400000US09003492200,9003492200,"Census Tract 4922, Hartford County, Connecticut",4163,1.043719894,3988.618043,1,572,14.56582633,0.594,3,,,3,3,,,,,,,
1400000US09003492300,9003492300,"Census Tract 4923, Hartford County, Connecticut",5815,2.103601252,2764.307159,1,1575,26.96917808,0.854,5,,,4.5,5,,,,,,,
1400000US09003492400,9003492400,"Census Tract 4924, Hartford County, Connecticut",2967,1.161444763,2554.576932,1,489,15.85603113,0.633,4,,,3.5,4,,,,,,,
1400000US09003492500,9003492500,"Census Tract 4925, Hartford County, Connecticut",3433,1.244531249,2758.468302,1,198,5.885850178,0.208,2,,,2,2,,,,,,,
1400000US09003492600,9003492600,"Census Tract 4926, Hartford County, Connecticut",6971,3.32578259,2096.048016,1,310,4.710530315,0.14,1,,,2,2,,,,,,,
