id,tract,Geographic Area Name,"CTRUCA.Tract Population, 2010","CTRUCA.Land Area (square miles), 2010","CTRUCA.Population Density (per square mile), 2010",Rural Rank,POC population,percent,racialdiversitytable.percentile rank,racial diversity index,,,Composite Index (Income/Rural Rank/DI/Housing),rounded composite,,,,,Check composites with Mike; all 4 values?,,RUCA Codes
1400000US09003494100,9003494100,"Census Tract 4941, Hartford County, Connecticut",6048,1.948131034,3104.513965,1,1044,18.00620904,0.701,4,,,3.5,4,,,,,,,
1400000US09003494201,9003494201,"Census Tract 4942.01, Hartford County, Connecticut",4822,2.339647134,2060.994554,1,841,17.76510351,0.696,4,,,4,4,,,,,,,
1400000US09003494202,9003494202,"Census Tract 4942.02, Hartford County, Connecticut",2815,0.960152711,2931.825289,1,465,17.93981481,0.698,4,,,3.5,4,,,,,,,
1400000US09003494300,9003494300,"Census Tract 4943, Hartford County, Connecticut",4140,1.984364406,2086.310351,1,447,10.34722222,0.436,3,,,3,3,,,,,,,
1400000US09003494400,9003494400,"Census Tract 4944, Hartford County, Connecticut",4758,1.673024354,2843.951428,1,860,18.13580768,0.701,4,,,4,4,,,,,,,
1400000US09003494500,9003494500,"Census Tract 4945, Hartford County, Connecticut",4497,1.994810401,2254.349586,1,741,16.2642669,0.649,4,,,3.5,4,,,,,,,
1400000US09003494600,9003494600,"Census Tract 4946, Hartford County, Connecticut",3482,2.240825054,1553.891944,1,494,14.14662085,0.593,3,,,3,3,,,,,,,
1400000US09003496100,9003496100,"Census Tract 4961, Hartford County, Connecticut",2691,1.22144118,2203.135151,1,734,24.94901428,0.817,5,,,4.5,5,,,,,,,
1400000US09003496200,9003496200,"Census Tract 4962, Hartford County, Connecticut",4592,1.060248542,4331.059954,1,1258,26.90909091,0.85,5,,,4,4,,,,,,,
1400000US09003496300,9003496300,"Census Tract 4963, Hartford County, Connecticut",3565,0.841994249,4233.995667,1,438,11.45098039,0.49,3,,,2.5,3,,,,,,,
1400000US09003496400,9003496400,"Census Tract 4964, Hartford County, Connecticut",2954,1.103006269,2678.135278,1,272,9.170600135,0.395,2,,,2,2,,,,,,,
1400000US09003496500,9003496500,"Census Tract 4965, Hartford County, Connecticut",2700,0.527804376,5115.531669,1,285,10.63036181,0.455,3,,,2,2,,,,,,,
1400000US09003496600,9003496600,"Census Tract 4966, Hartford County, Connecticut",2741,1.244646693,2202.231376,1,427,15.70430305,0.63,4,,,2.5,3,,,,,,,
1400000US09003496700,9003496700,"Census Tract 4967, Hartford County, Connecticut",3979,0.49899652,7974.003499,1,866,24.92803685,0.817,5,,,4.5,5,,,,,,,
1400000US09003496800,9003496800,"Census Tract 4968, Hartford County, Connecticut",3523,0.536180863,6570.544094,1,1042,32.63388663,0.912,5,,,4,4,,,,,,,
1400000US09003496900,9003496900,"Census Tract 4969, Hartford County, Connecticut",6332,0.82732198,7653.610268,1,646,10.42776433,0.446,3,,,3,3,,,,,,,
1400000US09003497000,9003497000,"Census Tract 4970, Hartford County, Connecticut",4342,0.929501218,4671.322551,1,261,6.052875696,0.22,2,,,1.5,2,,,,,,,
1400000US09003497100,9003497100,"Census Tract 4971, Hartford County, Connecticut",4070,0.517625564,7862.826492,1,354,8.583899127,0.365,2,,,2.5,3,,,,,,,
1400000US09003497200,9003497200,"Census Tract 4972, Hartford County, Connecticut",2415,0.694334105,3478.152639,1,150,6.762849414,0.253,2,,,1.5,2,,,,,,,
1400000US09003497300,9003497300,"Census Tract 4973, Hartford County, Connecticut",5207,2.050779,2539.035167,1,853,15.93796712,0.639,4,,,2.5,3,,,,,,,
1400000US09003497400,9003497400,"Census Tract 4974, Hartford County, Connecticut",3834,1.566261697,2447.866795,1,306,7.546239211,0.292,2,,,1.5,2,,,,,,,
1400000US09003497500,9003497500,"Census Tract 4975, Hartford County, Connecticut",3841,1.478056269,2598.683204,1,858,23.66896552,0.804,5,,,3.5,4,,,,,,,
1400000US09003497600,9003497600,"Census Tract 4976, Hartford County, Connecticut",2342,0.691780425,3385.467288,1,219,9.811827957,0.415,3,,,2,2,,,,,,,
1400000US09003497700,9003497700,"Census Tract 4977, Hartford County, Connecticut",4140,6.047064697,684.6296852,1,527,11.77653631,0.503,3,,,2,2,,,,,,,
1400000US09003500100,9003500100,"Census Tract 5001, Hartford County, Connecticut",4099,0.155808058,26308.01037,1,2069,52.75369709,0.993,5,,,5,5,,,,,,,
1400000US09003500200,9003500200,"Census Tract 5002, Hartford County, Connecticut",2335,0.150347029,15530.73593,1,1210,51.20609395,0.993,5,,,5,5,,,,,,,
1400000US09003500300,9003500300,"Census Tract 5003, Hartford County, Connecticut",2343,0.205219484,11417.04461,1,737,31.96010408,0.908,5,,,5,5,,,,,,,
1400000US09003500400,9003500400,"Census Tract 5004, Hartford County, Connecticut",1687,0.366302469,4605.483558,1,756,45,0.982,5,,,5,5,,,,,,,
1400000US09003500500,9003500500,"Census Tract 5005, Hartford County, Connecticut",1477,0.109122127,13535.29333,1,687,47.08704592,0.989,5,,,5,5,,,,,,,
1400000US09003500900,9003500900,"Census Tract 5009, Hartford County, Connecticut",2124,0.194591635,10915.166,1,831,39.43996203,0.965,5,,,5,5,,,,,,,
1400000US09003501200,9003501200,"Census Tract 5012, Hartford County, Connecticut",2369,0.282616367,8382.387837,1,454,15.93541594,0.647,4,,,4.5,5,,,,,,,
1400000US09003501300,9003501300,"Census Tract 5013, Hartford County, Connecticut",1735,0.101255681,17134.84097,1,340,19.48424069,0.739,4,,,4.5,5,,,,,,,
1400000US09003501400,9003501400,"Census Tract 5014, Hartford County, Connecticut",2641,0.142857805,18486.91435,1,397,15.25749424,0.632,4,,,4.5,5,,,,,,,
1400000US09003501500,9003501500,"Census Tract 5015, Hartford County, Connecticut",3550,0.691002815,5137.460978,1,383,12.27564103,0.536,3,,,4,4,,,,,,,
1400000US09003501700,9003501700,"Census Tract 5017, Hartford County, Connecticut",1318,0.114904007,11470.44417,1,558,32.40418118,0.919,5,,,5,5,,,,,,,
1400000US09003501800,9003501800,"Census Tract 5018, Hartford County, Connecticut",2863,0.198044161,14456.37169,1,1160,38.42331898,0.965,5,,,5,5,,,,,,,
1400000US09003502100,9003502100,"Census Tract 5021, Hartford County, Connecticut",1852,0.888242339,2085.016575,1,609,25.34332085,0.84,5,,,4,4,,,,,,,
1400000US09003502300,9003502300,"Census Tract 5023, Hartford County, Connecticut",5998,0.666448262,8999.948452,1,2638,44.20982068,0.984,5,,,5,5,,,,,,,
1400000US09003502400,9003502400,"Census Tract 5024, Hartford County, Connecticut",6055,0.283036447,21393.00459,1,3500,56.75368899,0.997,5,,,5,5,,,,,,,
1400000US09003502500,9003502500,"Census Tract 5025, Hartford County, Connecticut",1828,2.090777641,874.3158356,1,993,46.10027855,0.989,5,,,5,5,,,,,,,
1400000US09003502600,9003502600,"Census Tract 5026, Hartford County, Connecticut",3838,0.211106384,18180.40713,1,2061,50.95179234,0.995,5,,,5,5,,,,,,,
1400000US09003502700,9003502700,"Census Tract 5027, Hartford County, Connecticut",5240,0.348607021,15031.25207,1,1445,29.12132205,0.889,5,,,5,5,,,,,,,
1400000US09003502800,9003502800,"Census Tract 5028, Hartford County, Connecticut",3283,0.1798962,18249.41269,1,1173,41.507431,0.986,5,,,5,5,,,,,,,
1400000US09003502900,9003502900,"Census Tract 5029, Hartford County, Connecticut",2938,0.296082067,9922.924518,1,1408,46.20938628,0.993,5,,,5,5,,,,,,,
1400000US09003503000,9003503000,"Census Tract 5030, Hartford County, Connecticut",3255,0.164332422,19807.41212,1,904,31.74157303,0.929,5,,,5,5,,,,,,,
1400000US09003503100,9003503100,"Census Tract 5031, Hartford County, Connecticut",4478,0.270981564,16525.10941,1,1315,31.66385745,0.928,5,,,5,5,,,,,,,
1400000US09003503300,9003503300,"Census Tract 5033, Hartford County, Connecticut",2390,0.106136013,22518.27568,1,846,30.01064207,0.91,5,,,5,5,,,,,,,
1400000US09003503500,9003503500,"Census Tract 5035, Hartford County, Connecticut",1622,0.08627067,18801.29134,1,279,17.71428571,0.725,4,,,4.5,5,,,,,,,
1400000US09003503700,9003503700,"Census Tract 5037, Hartford County, Connecticut",2651,0.234413827,11309.05983,1,158,6.619187264,0.266,2,,,3.5,4,,,,,,,
1400000US09003503800,9003503800,"Census Tract 5038, Hartford County, Connecticut",3508,0.715472813,4903.051432,1,367,13.27305606,0.6,4,,,4,4,,,,,,,
1400000US09003503900,9003503900,"Census Tract 5039, Hartford County, Connecticut",5203,0.69281904,7509.897533,1,348,7.278811964,0.296,2,,,3.5,4,,,,,,,
1400000US09003504000,9003504000,"Census Tract 5040, Hartford County, Connecticut",3413,0.358551082,9518.866824,1,127,4.007573367,0.128,1,,,2.5,3,,,,,,,
1400000US09003504100,9003504100,"Census Tract 5041, Hartford County, Connecticut",1855,0.125195947,14816.7736,1,578,32.02216066,0.932,5,,,5,5,,,,,,,
1400000US09003504200,9003504200,"Census Tract 5042, Hartford County, Connecticut",5123,0.451032592,11358.38096,1,1827,36.21407334,0.961,5,,,5,5,,,,,,,
1400000US09003504300,9003504300,"Census Tract 5043, Hartford County, Connecticut",2946,0.313128864,9408.267137,1,1214,40.01318392,0.981,5,,,5,5,,,,,,,
1400000US09003504500,9003504500,"Census Tract 5045, Hartford County, Connecticut",3701,0.342539425,10804.59571,1,1318,40.26886648,0.984,5,,,5,5,,,,,,,
1400000US09003504800,9003504800,"Census Tract 5048, Hartford County, Connecticut",4560,0.575948228,7917.378292,1,2012,40.60544904,0.986,5,,,5,5,,,,,,,
1400000US09003504900,9003504900,"Census Tract 5049, Hartford County, Connecticut",4548,0.601235218,7564.427138,1,1712,36.55776212,0.972,5,,,5,5,,,,,,,
1400000US09003510100,9003510100,"Census Tract 5101, Hartford County, Connecticut",2232,1.253199629,1781.041064,1,259,13.46853874,0.617,4,,,4.5,5,,,,,,,
1400000US09003510200,9003510200,"Census Tract 5102, Hartford County, Connecticut",2502,1.12131562,2231.307542,1,711,27.35667564,0.901,5,,,5,5,,,,,,,
1400000US09003510300,9003510300,"Census Tract 5103, Hartford County, Connecticut",4310,0.922025894,4674.489112,1,585,14.17494548,0.634,4,,,4.5,5,,,,,,,
1400000US09003510400,9003510400,"Census Tract 5104, Hartford County, Connecticut",5659,1.043673175,5422.195505,1,1281,19.53935326,0.771,4,,,4.5,5,,,,,,,
1400000US09003510500,9003510500,"Census Tract 5105, Hartford County, Connecticut",3458,1.401036607,2468.172482,1,944,31.18599273,0.937,5,,,4.5,5,,,,,,,
1400000US09003510600,9003510600,"Census Tract 5106, Hartford County, Connecticut",5007,2.640904514,1895.941324,1,1201,26.01256227,0.884,5,,,5,5,,,,,,,
1400000US09003510700,9003510700,"Census Tract 5107, Hartford County, Connecticut",4961,1.300701393,3814.096015,1,1041,22.96999117,0.844,5,,,4.5,5,,,,,,,
1400000US09003510800,9003510800,"Census Tract 5108, Hartford County, Connecticut",3143,1.094259124,2872.263005,1,404,12.625,0.593,3,,,4,4,,,,,,,
1400000US09003510900,9003510900,"Census Tract 5109, Hartford County, Connecticut",3680,1.235121553,2979.463837,1,637,17.34277158,0.722,4,,,3.5,4,,,,,,,
1400000US09003511000,9003511000,"Census Tract 5110, Hartford County, Connecticut",3415,1.297802924,2631.370246,1,494,13.7374861,0.635,4,,,3.5,4,,,,,,,
1400000US09003511100,9003511100,"Census Tract 5111, Hartford County, Connecticut",3592,1.596393111,2250.072351,1,541,16.38400969,0.693,4,,,3.5,4,,,,,,,
1400000US09003511200,9003511200,"Census Tract 5112, Hartford County, Connecticut",3363,0.733330811,4585.924866,1,1152,35.55555556,0.967,5,,,4.5,5,,,,,,,
1400000US09003511300,9003511300,"Census Tract 5113, Hartford County, Connecticut",3509,0.676619737,5186.07396,1,624,17.04918033,0.715,4,,,4.5,5,,,,,,,
1400000US09003511400,9003511400,"Census Tract 5114, Hartford County, Connecticut",2421,1.679904308,1441.153516,1,331,14.90990991,0.655,4,,,3.5,4,,,,,,,
1400000US09003514101,9003514101,"Census Tract 5141.01, Hartford County, Connecticut",3659,1.817121933,2013.623816,1,415,12.00810185,0.574,3,,,3,3,,,,,,,
1400000US09003514102,9003514102,"Census Tract 5141.02, Hartford County, Connecticut",7398,4.776842209,1548.72187,1,4552,57.23626305,1,5,,,4,4,,,,,,,
1400000US09003514200,9003514200,"Census Tract 5142, Hartford County, Connecticut",3076,1.379580523,2229.663255,1,727,23.83606557,0.855,5,,,4.5,5,,,,,,,
1400000US09003514300,9003514300,"Census Tract 5143, Hartford County, Connecticut",4291,0.846451026,5069.401381,1,395,9.997468995,0.469,3,,,3.5,4,,,,,,,
1400000US09003514400,9003514400,"Census Tract 5144, Hartford County, Connecticut",4768,0.948922929,5024.644102,1,573,13.30392384,0.63,4,,,4,4,,,,,,,
1400000US09003514500,9003514500,"Census Tract 5145, Hartford County, Connecticut",4364,1.032139531,4228.110511,1,1066,23.13870198,0.851,5,,,4.5,5,,,,,,,
1400000US09003514600,9003514600,"Census Tract 5146, Hartford County, Connecticut",5261,0.828164841,6352.600038,1,1065,20.37887486,0.8,5,,,4,4,,,,,,,
1400000US09003514700,9003514700,"Census Tract 5147, Hartford County, Connecticut",4298,0.533977764,8049.02431,1,1199,26.60896582,0.891,5,,,5,5,,,,,,,
1400000US09003514800,9003514800,"Census Tract 5148, Hartford County, Connecticut",3485,0.531864626,6552.419219,1,1117,34.33753458,0.966,5,,,4.5,5,,,,,,,
1400000US09003514900,9003514900,"Census Tract 5149, Hartford County, Connecticut",2881,1.369123332,2104.266236,1,251,9.009332376,0.434,3,,,3.5,4,,,,,,,
1400000US09003515000,9003515000,"Census Tract 5150, Hartford County, Connecticut",2923,2.2469996,1300.845803,1,409,13.28784925,0.634,4,,,3,3,,,,,,,
1400000US09003515101,9003515101,"Census Tract 5151.01, Hartford County, Connecticut",2555,1.128879748,2263.305729,1,291,11.81965881,0.57,3,,,3.5,4,,,,,,,
1400000US09003515102,9003515102,"Census Tract 5151.02, Hartford County, Connecticut",5866,5.548772041,1057.17084,1,1897,31.2984656,0.944,5,,,4.5,5,,,,,,,
1400000US09003515200,9003515200,"Census Tract 5152, Hartford County, Connecticut",3416,4.41391157,773.916728,1,458,14.7314249,0.66,4,,,3,3,,,,,,,
1400000US09003520100,9003520100,"Census Tract 5201, Hartford County, Connecticut",5830,5.61043333,1039.135421,1,858,14.42986882,0.655,4,,,2.5,3,,,,,,,
1400000US09003520201,9003520201,"Census Tract 5202.01, Hartford County, Connecticut",3739,11.83297065,315.9815155,1,635,17.58028793,0.742,4,,,2.5,3,,,,,,,
1400000US09003520202,9003520202,"Census Tract 5202.02, Hartford County, Connecticut",4280,13.60132325,314.6752652,1,315,7.932510703,0.358,2,,,1.5,2,,,,,,,
1400000US09003520301,9003520301,"Census Tract 5203.01, Hartford County, Connecticut",4578,2.869234915,1595.547292,1,756,17.24452555,0.726,4,,,3.5,4,,,,,,,
1400000US09003520302,9003520302,"Census Tract 5203.02, Hartford County, Connecticut",3877,3.148460147,1231.395609,1,938,22.50479846,0.851,5,,,4.5,5,,,,,,,
1400000US09003520400,9003520400,"Census Tract 5204, Hartford County, Connecticut",7718,6.981616131,1105.4747,1,936,11.46356399,0.556,3,,,2,2,,,,,,,
1400000US09003520501,9003520501,"Census Tract 5205.01, Hartford County, Connecticut",4405,7.225800274,609.6210569,1,514,11.9036591,0.583,3,,,2,2,,,,,,,
1400000US09003524100,9003524100,"Census Tract 5241, Hartford County, Connecticut",6404,23.35114873,274.24775,1,114,1.790201005,0.024,1,,,1.5,2,,,,,,,
1400000US09003524200,9003524200,"Census Tract 5242, Hartford County, Connecticut",6144,4.468460086,1374.970321,1,800,12.490242,0.6,4,,,3,3,,,,,,,
1400000US09003524300,9003524300,"Census Tract 5243, Hartford County, Connecticut",7291,5.071987592,1437.503517,1,1074,16.60739137,0.712,4,,,3.5,4,,,,,,,
1400000US09003524400,9003524400,"Census Tract 5244, Hartford County, Connecticut",3057,1.061308006,2880.407933,1,726,21.75606832,0.834,5,,,5,5,,,,,,,
1400000US09003524501,9003524501,"Census Tract 5245.01, Hartford County, Connecticut",2704,0.163075273,16581.29986,1,1005,40.00796178,0.987,5,,,5,5,,,,,,,
1400000US09003524502,9003524502,"Census Tract 5245.02, Hartford County, Connecticut",2158,0.658557877,3276.857014,1,430,20.93476144,0.816,5,,,5,5,,,,,,,
1400000US09003524600,9003524600,"Census Tract 5246, Hartford County, Connecticut",3311,0.496093032,6674.151391,1,1018,33.79814077,0.957,5,,,5,5,,,,,,,
1400000US09003524700,9003524700,"Census Tract 5247, Hartford County, Connecticut",3624,0.689901266,5252.925569,1,1037,29.55257908,0.931,5,,,4.5,5,,,,,,,
1400000US09005250100,9005250100,"Census Tract 2501, Litchfield County, Connecticut",1727,16.3952304,105.3355127,2,96,5.623901582,0.238,2,,,2,2,,,,,,,
1400000US09005253100,9005253100,"Census Tract 2531, Litchfield County, Connecticut",3511,1.958044979,1793.11509,1,532,15.53284672,0.687,4,,,4.5,5,,,,,,,
1400000US09005253200,9005253200,"Census Tract 2532, Litchfield County, Connecticut",7429,11.94243641,622.0673691,1,880,12.77769711,0.63,4,,,3,3,,,,,,,
1400000US09005253300,9005253300,"Census Tract 2533, Litchfield County, Connecticut",2215,2.534246491,874.0270562,1,214,10.15662079,0.506,3,,,2.5,3,,,,,,,
1400000US09005253400,9005253400,"Census Tract 2534, Litchfield County, Connecticut",6308,14.40645555,437.8592623,1,323,5.304647725,0.215,2,,,2,2,,,,,,,
1400000US09005253500,9005253500,"Census Tract 2535, Litchfield County, Connecticut",6114,26.56469335,230.155113,1,936,16.25282167,0.706,4,,,3,3,,,,,,,
1400000US09005253600,9005253600,"Census Tract 2536, Litchfield County, Connecticut",2565,4.160106147,616.5708059,1,367,13.36002912,0.649,4,,,4,4,,,,,,,
1400000US09005260200,9005260200,"Census Tract 2602, Litchfield County, Connecticut",3315,19.46636587,170.2937273,5,162,4.937519049,0.193,1,,,3.333333333,4,,,,,,,
1400000US09005261100,9005261100,"Census Tract 2611, Litchfield County, Connecticut",3741,57.24178877,65.35435179,5,126,3.475862069,0.113,1,,,3,3,,,,,,,
1400000US09005262100,9005262100,"Census Tract 2621, Litchfield County, Connecticut",2782,58.76519235,47.34094944,5,127,4.703703704,0.171,1,,,3,3,,,,,,,
1400000US09005263200,9005263200,"Census Tract 2632, Litchfield County, Connecticut",1420,46.06099797,30.82868506,5,109,8.44306739,0.408,3,,,3.666666667,4,,,,,,,
1400000US09005265100,9005265100,"Census Tract 2651, Litchfield County, Connecticut",1461,26.30879023,55.53277011,2,51,3.500343171,0.114,1,,,1.5,2,,,,,,,
1400000US09005266100,9005266100,"Census Tract 2661, Litchfield County, Connecticut",2979,48.55005583,61.35935271,5,226,8.074312254,0.366,2,,,3.333333333,4,,,,,,,
1400000US09005267100,9005267100,"Census Tract 2671, Litchfield County, Connecticut",3578,38.07054898,93.98340965,5,309,8.956521739,0.44,3,,,3.333333333,4,,,,,,,
1400000US09005268100,9005268100,"Census Tract 2681, Litchfield County, Connecticut",2262,26.30168364,86.002099,5,74,3.51543943,0.115,1,,,2.333333333,3,,,,,,,
1400000US09005290100,9005290100,"Census Tract 2901, Litchfield County, Connecticut",3799,36.25374789,104.7891658,2,199,5.453548918,0.224,2,,,2,2,,,,,,,
1400000US09005293100,9005293100,"Census Tract 2931, Litchfield County, Connecticut",1485,31.53142717,47.09587016,3,31,2.088948787,0.034,1,,,2,2,,,,,,,
1400000US09005296100,9005296100,"Census Tract 2961, Litchfield County, Connecticut",2976,43.63141605,68.20773354,5,250,8.671522719,0.421,3,,,3.666666667,4,,,,,,,
1400000US09005298300,9005298300,"Census Tract 2983, Litchfield County, Connecticut",2767,6.737625425,410.6788112,2,43,1.649405447,0.013,1,,,2,2,,,,,,,
1400000US09005298400,9005298400,"Census Tract 2984, Litchfield County, Connecticut",2875,24.05547748,119.5153995,2,56,1.965601966,0.026,1,,,1.5,2,,,,,,,
1400000US09005300100,9005300100,"Census Tract 3001, Litchfield County, Connecticut",2716,21.18159814,128.224508,3,106,4.753363229,0.163,1,,,2,2,,,,,,,
1400000US09005300400,9005300400,"Census Tract 3004, Litchfield County, Connecticut",2074,11.66278956,177.8305259,2,109,5.436408978,0.209,2,,,2.5,3,,,,,,,
1400000US09005300500,9005300500,"Census Tract 3005, Litchfield County, Connecticut",3676,23.2542672,158.0785139,2,161,4.115541922,0.137,1,,,2,2,,,,,,,
1400000US09005303100,9005303100,"Census Tract 3031, Litchfield County, Connecticut",2388,17.34600933,137.6685528,2,62,2.811791383,0.053,1,,,2,2,,,,,,,
1400000US09005306100,9005306100,"Census Tract 3061, Litchfield County, Connecticut",6970,37.03771369,188.1865619,2,115,1.715649709,0.016,1,,,1.5,2,,,,,,,
1400000US09005310100,9005310100,"Census Tract 3101, Litchfield County, Connecticut",4406,1.30006278,3389.067103,2,427,10.33898305,0.487,3,,,4,4,,,,,,,
1400000US09005310200,9005310200,"Census Tract 3102, Litchfield County, Connecticut",2929,0.528994343,5536.921216,2,203,8.074781225,0.353,2,,,3.5,4,,,,,,,
1400000US09005310300,9005310300,"Census Tract 3103, Litchfield County, Connecticut",1817,0.374597488,4850.539728,2,126,7.768187423,0.337,2,,,3.5,4,,,,,,,
1400000US09005310400,9005310400,"Census Tract 3104, Litchfield County, Connecticut",2644,0.779312105,3392.7357,2,293,11.95430437,0.573,3,,,3.5,4,,,,,,,
1400000US09005310500,9005310500,"Census Tract 3105, Litchfield County, Connecticut",1806,0.562329246,3211.641599,2,77,3.879093199,0.123,1,,,3,3,,,,,,,
1400000US09005310601,9005310601,"Census Tract 3106.01, Litchfield County, Connecticut",3740,5.242385293,713.4157051,2,385,10.58273777,0.5,3,,,3,3,,,,,,,
1400000US09005310602,9005310602,"Census Tract 3106.02, Litchfield County, Connecticut",4605,2.367107492,1945.412287,2,103,2.315126995,0.03,1,,,2.5,3,,,,,,,
1400000US09005310700,9005310700,"Census Tract 3107, Litchfield County, Connecticut",4279,19.31451767,221.5431973,2,114,2.945736434,0.052,1,,,3,3,,,,,,,
1400000US09005310801,9005310801,"Census Tract 3108.01, Litchfield County, Connecticut",2414,1.583554055,1524.41907,2,233,10.12163336,0.476,3,,,4,4,,,,,,,
1400000US09005310803,9005310803,"Census Tract 3108.03, Litchfield County, Connecticut",4826,2.292663132,2104.975621,2,823,17.54423364,0.725,4,,,4.5,5,,,,,,,
1400000US09005310804,9005310804,"Census Tract 3108.04, Litchfield County, Connecticut",2917,5.408589538,539.3273014,2,237,8.353894959,0.381,2,,,3.5,4,,,,,,,
1400000US09005320100,9005320100,"Census Tract 3201, Litchfield County, Connecticut",6345,9.81873082,646.2138657,2,211,3.367916999,0.086,1,,,3,3,,,,,,,
1400000US09005320200,9005320200,"Census Tract 3202, Litchfield County, Connecticut",4897,22.69343371,215.7892923,2,517,11.57894737,0.543,3,,,3.5,4,,,,,,,
1400000US09005342100,9005342100,"Census Tract 3421, Litchfield County, Connecticut",3607,19.37504035,186.1673543,2,287,8.360034955,0.382,2,,,2,2,,,,,,,
1400000US09005349100,9005349100,"Census Tract 3491, Litchfield County, Connecticut",5045,8.423764898,598.9008551,1,88,1.737413623,0.016,1,,,2,2,,,,,,,
1400000US09005349200,9005349200,"Census Tract 3492, Litchfield County, Connecticut",2842,3.544973954,801.6984151,1,13,0.513022889,0,1,,,2,2,,,,,,,
1400000US09005360100,9005360100,"Census Tract 3601, Litchfield County, Connecticut",5357,3.622942655,1478.632292,1,421,8.6965503,0.402,3,,,3.5,4,,,,,,,
1400000US09005360200,9005360200,"Census Tract 3602, Litchfield County, Connecticut",7765,21.10291399,367.9586622,1,492,6.178575914,0.244,2,,,2,2,,,,,,,
1400000US09005360300,9005360300,"Census Tract 3603, Litchfield County, Connecticut",3396,2.195247623,1546.978102,1,238,7.34114744,0.307,2,,,3,3,,,,,,,
1400000US09005360400,9005360400,"Census Tract 3604, Litchfield County, Connecticut",5996,2.084590739,2876.343968,1,768,13.46187555,0.617,4,,,4,4,,,,,,,
1400000US09005362101,9005362101,"Census Tract 3621.01, Litchfield County, Connecticut",4159,9.998662156,415.9556484,1,288,6.855510593,0.275,2,,,2.5,3,,,,,,,
1400000US09005362102,9005362102,"Census Tract 3621.02, Litchfield County, Connecticut",5816,26.400081,220.3023543,2,207,3.861219922,0.112,1,,,1.5,2,,,,,,,
1400000US09005425300,9005425300,"Census Tract 4253, Litchfield County, Connecticut",4107,6.983253204,588.1213068,1,121,3.056327355,0.054,1,,,2,2,,,,,,,
1400000US09005425400,9005425400,"Census Tract 4254, Litchfield County, Connecticut",4818,13.11649745,367.3236714,1,364,7.764505119,0.323,2,,,2.5,3,,,,,,,
1400000US09005425500,9005425500,"Census Tract 4255, Litchfield County, Connecticut",3318,1.792592475,1850.950534,1,342,11.1618799,0.51,3,,,3.5,4,,,,,,,
1400000US09005425600,9005425600,"Census Tract 4256, Litchfield County, Connecticut",2943,78.23430881,37.617767,5,147,5.304944064,0.186,1,,,3.333333333,4,,,,,,,
1400000US09007541100,9007541100,"Census Tract 5411, Middlesex County, Connecticut",2579,0.602773835,4278.55333,1,430,19.53657428,0.76,4,,,4.5,5,,,,,,,
1400000US09007541200,9007541200,"Census Tract 5412, Middlesex County, Connecticut",5190,3.450725254,1504.031651,1,779,15.01831502,0.637,4,,,4,4,,,,,,,
1400000US09007541300,9007541300,"Census Tract 5413, Middlesex County, Connecticut",6207,0.832437448,7456.416116,1,1234,19.90001613,0.771,4,,,3.5,4,,,,,,,
1400000US09007541401,9007541401,"Census Tract 5414.01, Middlesex County, Connecticut",3339,8.644330785,386.2647188,1,235,7.25308642,0.3,2,,,1.5,2,,,,,,,
1400000US09007541402,9007541402,"Census Tract 5414.02, Middlesex County, Connecticut",5479,3.058008763,1791.688783,1,446,7.912009934,0.33,2,,,3,3,,,,,,,
1400000US09007541500,9007541500,"Census Tract 5415, Middlesex County, Connecticut",3227,0.47237825,6831.389881,1,742,21.93319539,0.819,5,,,4.5,5,,,,,,,
1400000US09007541600,9007541600,"Census Tract 5416, Middlesex County, Connecticut",1540,0.253534765,6074.117676,1,273,21.34480063,0.801,5,,,5,5,,,,,,,
1400000US09007541700,9007541700,"Census Tract 5417, Middlesex County, Connecticut",3740,0.725451624,5155.409234,1,434,13.12367705,0.61,4,,,4.5,5,,,,,,,
1400000US09007542000,9007542000,"Census Tract 5420, Middlesex County, Connecticut",4439,1.539038405,2884.268506,1,344,8.445863,0.376,2,,,3,3,,,,,,,
1400000US09007542100,9007542100,"Census Tract 5421, Middlesex County, Connecticut",3544,1.882715673,1882.387262,1,510,13.12741313,0.61,4,,,4.5,5,,,,,,,
1400000US09007542200,9007542200,"Census Tract 5422, Middlesex County, Connecticut",1638,1.469702948,1114.51093,1,186,11.20481928,0.516,3,,,2.5,3,,,,,,,
1400000US09007550100,9007550100,"Census Tract 5501, Middlesex County, Connecticut",5829,12.64681149,460.9066882,2,700,12.34132581,0.569,3,,,3,3,,,,,,,
1400000US09007550201,9007550201,"Census Tract 5502.01, Middlesex County, Connecticut",3954,12.38491684,319.2593096,2,223,5.634158666,0.214,2,,,2,2,,,,,,,
1400000US09007550202,9007550202,"Census Tract 5502.02, Middlesex County, Connecticut",3176,10.61834495,299.1049938,2,64,2.001876759,0.021,1,,,2,2,,,,,,,
1400000US09007560100,9007560100,"Census Tract 5601, Middlesex County, Connecticut",5816,21.1245195,275.3198718,1,148,2.604258314,0.027,1,,,1.5,2,,,,,,,
1400000US09007560200,9007560200,"Census Tract 5602, Middlesex County, Connecticut",3692,2.225722281,1658.787366,1,108,2.96784831,0.045,1,,,2.5,3,,,,,,,
1400000US09007570100,9007570100,"Census Tract 5701, Middlesex County, Connecticut",4675,3.917792283,1193.274085,1,389,8.220625528,0.357,2,,,2,2,,,,,,,
