TYPE;FULLCODE;STATE;COUNTY;TRACT;SHEETS
TRACT;09001043200;09;001;432.00;2
TRACT;09001043300;09;001;433.00;2
TRACT;09001043400;09;001;434.00;2
TRACT;09001043500;09;001;435.00;2
TRACT;09001043600;09;001;436.00;2
TRACT;09001043700;09;001;437.00;2
TRACT;09001043800;09;001;438.00;2
TRACT;09001043900;09;001;439.00;2
TRACT;09001044000;09;001;440.00;2
TRACT;09001044100;09;001;441.00;2
TRACT;09001044200;09;001;442.00;2
TRACT;09001044300;09;001;443.00;2
TRACT;09001044400;09;001;444.00;2
TRACT;09001044500;09;001;445.00;2
TRACT;09001044600;09;001;446.00;2
TRACT;09001045101;09;001;451.01;2
TRACT;09001045102;09;001;451.02;2
TRACT;09001045200;09;001;452.00;2
TRACT;09001045300;09;001;453.00;2
TRACT;09001045400;09;001;454.00;2
TRACT;09001050100;09;001;501.00;2
TRACT;09001050200;09;001;502.00;2
TRACT;09001050301;09;001;503.01;2
TRACT;09001050302;09;001;503.02;2
TRACT;09001050400;09;001;504.00;2
TRACT;09001050500;09;001;505.00;2
TRACT;09001050600;09;001;506.00;2
TRACT;09001055100;09;001;551.00;2
TRACT;09001055200;09;001;552.00;2
TRACT;09001060100;09;001;601.00;2
TRACT;09001060200;09;001;602.00;2
TRACT;09001060300;09;001;603.00;2
TRACT;09001060400;09;001;604.00;2
TRACT;09001060500;09;001;605.00;2
TRACT;09001060600;09;001;606.00;2
TRACT;09001060700;09;001;607.00;2
TRACT;09001060800;09;001;608.00;2
TRACT;09001060900;09;001;609.00;2
TRACT;09001061000;09;001;610.00;2
TRACT;09001061100;09;001;611.00;2
TRACT;09001061200;09;001;612.00;2
TRACT;09001061300;09;001;613.00;2
TRACT;09001061400;09;001;614.00;2
TRACT;09001061500;09;001;615.00;2
TRACT;09001061600;09;001;616.00;2
TRACT;09001070100;09;001;701.00;2
TRACT;09001070200;09;001;702.00;2
TRACT;09001070300;09;001;703.00;2
TRACT;09001070400;09;001;704.00;2
TRACT;09001070500;09;001;705.00;2
TRACT;09001070600;09;001;706.00;2
TRACT;09001070900;09;001;709.00;2
TRACT;09001071000;09;001;710.00;2
TRACT;09001071100;09;001;711.00;2
TRACT;09001071200;09;001;712.00;2
TRACT;09001071300;09;001;713.00;2
TRACT;09001071400;09;001;714.00;2
TRACT;09001071600;09;001;716.00;2
TRACT;09001071900;09;001;719.00;2
TRACT;09001072000;09;001;720.00;2
TRACT;09001072100;09;001;721.00;2
TRACT;09001072200;09;001;722.00;2
TRACT;09001072300;09;001;723.00;2
TRACT;09001072400;09;001;724.00;2
TRACT;09001072500;09;001;725.00;2
TRACT;09001072600;09;001;726.00;2
TRACT;09001072700;09;001;727.00;2
TRACT;09001072800;09;001;728.00;2
TRACT;09001072900;09;001;729.00;2
TRACT;09001073000;09;001;730.00;2
TRACT;09001073100;09;001;731.00;2
TRACT;09001073200;09;001;732.00;2
TRACT;09001073300;09;001;733.00;2
TRACT;09001073400;09;001;734.00;2
TRACT;09001073500;09;001;735.00;2
TRACT;09001073600;09;001;736.00;2
TRACT;09001073700;09;001;737.00;2
TRACT;09001073800;09;001;738.00;2
TRACT;09001073900;09;001;739.00;2
TRACT;09001074000;09;001;740.00;2
TRACT;09001074300;09;001;743.00;2
TRACT;09001074400;09;001;744.00;2
TRACT;09001080100;09;001;801.00;2
TRACT;09001080200;09;001;802.00;2
TRACT;09001080400;09;001;804.00;2
TRACT;09001080500;09;001;805.00;2
TRACT;09001080600;09;001;806.00;2
TRACT;09001080700;09;001;807.00;2
TRACT;09001080800;09;001;808.00;2
TRACT;09001080900;09;001;809.00;2
TRACT;09001081000;09;001;810.00;2
TRACT;09001081100;09;001;811.00;2
TRACT;09001081200;09;001;812.00;2
TRACT;09001081300;09;001;813.00;2
TRACT;09001090100;09;001;901.00;2
TRACT;09001090200;09;001;902.00;2
TRACT;09001090300;09;001;903.00;2
TRACT;09001090400;09;001;904.00;2
TRACT;09001090500;09;001;905.00;2
TRACT;09001090600;09;001;906.00;2
TRACT;09001090700;09;001;907.00;2
TRACT;09001100100;09;001;1001.00;1,2
TRACT;09001100200;09;001;1002.00;1,2
TRACT;09001100300;09;001;1003.00;1
TRACT;09001105100;09;001;1051.00;2
TRACT;09001105200;09;001;1052.00;1,2
TRACT;09001110100;09;001;1101.00;1,2
TRACT;09001110201;09;001;1102.01;1,2
TRACT;09001110202;09;001;1102.02;2
TRACT;09001110301;09;001;1103.01;1,2
TRACT;09001110302;09;001;1103.02;2
TRACT;09001110400;09;001;1104.00;2
TRACT;09001110500;09;001;1105.00;1,2
TRACT;09001110601;09;001;1106.01;1,2
TRACT;09001110602;09;001;1106.02;1
TRACT;09001200100;09;001;2001.00;1
TRACT;09001200200;09;001;2002.00;1
TRACT;09001200301;09;001;2003.01;1
TRACT;09001200302;09;001;2003.02;1
TRACT;09001205100;09;001;2051.00;1
TRACT;09001205200;09;001;2052.00;1
TRACT;09001205300;09;001;2053.00;1
TRACT;09001210101;09;001;2101.01;1
TRACT;09001210102;09;001;2101.02;1
TRACT;09001210201;09;001;2102.01;1
TRACT;09001210202;09;001;2102.02;1
TRACT;09001210300;09;001;2103.00;1
TRACT;09001210401;09;001;2104.01;1
TRACT;09001210402;09;001;2104.02;1
TRACT;09001210501;09;001;2105.01;1
TRACT;09001210502;09;001;2105.02;1
TRACT;09001210600;09;001;2106.00;1
TRACT;09001210701;09;001;2107.01;1
TRACT;09001210702;09;001;2107.02;1
TRACT;09001210800;09;001;2108.00;1
TRACT;09001210900;09;001;2109.00;1
TRACT;09001211000;09;001;2110.00;1
TRACT;09001211100;09;001;2111.00;1
TRACT;09001211201;09;001;2112.01;1
TRACT;09001211202;09;001;2112.02;1
TRACT;09001211300;09;001;2113.00;1
TRACT;09001211400;09;001;2114.00;1
TRACT;09001220100;09;001;2201.00;1
TRACT;09001220200;09;001;2202.00;1
TRACT;09001220300;09;001;2203.00;1
TRACT;09001230100;09;001;2301.00;1
TRACT;09001230200;09;001;2302.00;1
TRACT;09001230300;09;001;2303.00;1
TRACT;09001230400;09;001;2304.00;1
TRACT;09001230501;09;001;2305.01;1
TRACT;09001230502;09;001;2305.02;1
TRACT;09001240100;09;001;2401.00;1,2
TRACT;09001240200;09;001;2402.00;1,2
TRACT;09001245100;09;001;2451.00;1,2
TRACT;09001245200;09;001;2452.00;1,2
TRACT;09001245300;09;001;2453.00;1,2
TRACT;09001245400;09;001;2454.00;2
TRACT;09001245500;09;001;2455.00;2
TRACT;09001245600;09;001;2456.00;1,2
TRACT;09001257100;09;001;2571.00;1
TRACT;09001257200;09;001;2572.00;2
TRACT;09001990000;09;001;9900.00;2
