TYPE;FULLCODE;STATE;COUNTY;TRACT;SHEETS
TRACT;09009150800;09;009;1508.00;1
TRACT;09009150900;09;009;1509.00;1
TRACT;09009151000;09;009;1510.00;1
TRACT;09009151100;09;009;1511.00;1
TRACT;09009151200;09;009;1512.00;1
TRACT;09009154101;09;009;1541.01;1
TRACT;09009154102;09;009;1541.02;1
TRACT;09009154200;09;009;1542.00;1
TRACT;09009154500;09;009;1545.00;1
TRACT;09009154600;09;009;1546.00;1
TRACT;09009154700;09;009;1547.00;1
TRACT;09009154800;09;009;1548.00;1
TRACT;09009154900;09;009;1549.00;1
TRACT;09009155000;09;009;1550.00;1
TRACT;09009155100;09;009;1551.00;1
TRACT;09009157100;09;009;1571.00;1
TRACT;09009157200;09;009;1572.00;1
TRACT;09009157300;09;009;1573.00;1
TRACT;09009157400;09;009;1574.00;1
TRACT;09009160100;09;009;1601.00;1
TRACT;09009160200;09;009;1602.00;1
TRACT;09009161100;09;009;1611.00;1
TRACT;09009165100;09;009;1651.00;1
TRACT;09009165200;09;009;1652.00;1
TRACT;09009165300;09;009;1653.00;1
TRACT;09009165400;09;009;1654.00;1
TRACT;09009165500;09;009;1655.00;1
TRACT;09009165600;09;009;1656.00;1
TRACT;09009165700;09;009;1657.00;1
TRACT;09009165801;09;009;1658.01;1
TRACT;09009165802;09;009;1658.02;1
TRACT;09009165900;09;009;1659.00;1
TRACT;09009166002;09;009;1660.02;1
TRACT;09009166003;09;009;1660.03;1
TRACT;09009166004;09;009;1660.04;1
TRACT;09009167101;09;009;1671.01;1
TRACT;09009167102;09;009;1671.02;1
TRACT;09009167201;09;009;1672.01;1
TRACT;09009167202;09;009;1672.02;1
TRACT;09009167301;09;009;1673.01;1
TRACT;09009170100;09;009;1701.00;1
TRACT;09009170200;09;009;1702.00;1
TRACT;09009170300;09;009;1703.00;1
TRACT;09009170400;09;009;1704.00;1
TRACT;09009170500;09;009;1705.00;1
TRACT;09009170600;09;009;1706.00;1
TRACT;09009170700;09;009;1707.00;1
TRACT;09009170800;09;009;1708.00;1
TRACT;09009170900;09;009;1709.00;1
TRACT;09009171000;09;009;1710.00;1
TRACT;09009171100;09;009;1711.00;1
TRACT;09009171201;09;009;1712.01;1
TRACT;09009171202;09;009;1712.02;1
TRACT;09009171300;09;009;1713.00;1
TRACT;09009171400;09;009;1714.00;1
TRACT;09009171500;09;009;1715.00;1
TRACT;09009171600;09;009;1716.00;1
TRACT;09009171700;09;009;1717.00;1
TRACT;09009175100;09;009;1751.00;1
TRACT;09009175200;09;009;1752.00;1
TRACT;09009175300;09;009;1753.00;1
TRACT;09009175400;09;009;1754.00;1
TRACT;09009175501;09;009;1755.01;1
TRACT;09009175502;09;009;1755.02;1
TRACT;09009175600;09;009;1756.00;1
TRACT;09009175700;09;009;1757.00;1
TRACT;09009175800;09;009;1758.00;1
TRACT;09009175900;09;009;1759.00;1
TRACT;09009176000;09;009;1760.00;1
TRACT;09009180101;09;009;1801.01;1
TRACT;09009180102;09;009;1801.02;1
TRACT;09009180200;09;009;1802.00;1
TRACT;09009180300;09;009;1803.00;1
TRACT;09009180400;09;009;1804.00;1
TRACT;09009180500;09;009;1805.00;1
TRACT;09009180601;09;009;1806.01;1
TRACT;09009180602;09;009;1806.02;1
TRACT;09009184101;09;009;1841.01;1
TRACT;09009184200;09;009;1842.00;1
TRACT;09009184300;09;009;1843.00;1
TRACT;09009184400;09;009;1844.00;1
TRACT;09009184500;09;009;1845.00;1
TRACT;09009184600;09;009;1846.00;1
TRACT;09009184700;09;009;1847.00;1
TRACT;09009186100;09;009;1861.00;1
TRACT;09009186200;09;009;1862.00;1
TRACT;09009190100;09;009;1901.00;1
TRACT;09009190200;09;009;1902.00;1
TRACT;09009190301;09;009;1903.01;1
TRACT;09009190302;09;009;1903.02;1
TRACT;09009190303;09;009;1903.03;1
TRACT;09009194101;09;009;1941.01;1
TRACT;09009194102;09;009;1941.02;1
TRACT;09009194201;09;009;1942.01;1
TRACT;09009194202;09;009;1942.02;1
TRACT;09009341100;09;009;3411.00;1
TRACT;09009343101;09;009;3431.01;1
TRACT;09009343102;09;009;3431.02;1
TRACT;09009343200;09;009;3432.00;1
TRACT;09009343300;09;009;3433.00;1
TRACT;09009343400;09;009;3434.00;1
TRACT;09009344100;09;009;3441.00;1
TRACT;09009344200;09;009;3442.00;1
TRACT;09009345100;09;009;3451.00;1
TRACT;09009345201;09;009;3452.01;1
TRACT;09009345202;09;009;3452.02;1
TRACT;09009345300;09;009;3453.00;1
TRACT;09009345400;09;009;3454.00;1
TRACT;09009346101;09;009;3461.01;1
TRACT;09009346102;09;009;3461.02;1
TRACT;09009347100;09;009;3471.00;1
TRACT;09009347200;09;009;3472.00;1
TRACT;09009348111;09;009;3481.11;1
TRACT;09009348122;09;009;3481.22;1
TRACT;09009348123;09;009;3481.23;1
TRACT;09009348124;09;009;3481.24;1
TRACT;09009348125;09;009;3481.25;1
TRACT;09009350101;09;009;3501.01;1
TRACT;09009350200;09;009;3502.00;1
TRACT;09009350300;09;009;3503.00;1
TRACT;09009350400;09;009;3504.00;1
TRACT;09009350500;09;009;3505.00;1
TRACT;09009350800;09;009;3508.00;1
TRACT;09009350900;09;009;3509.00;1
TRACT;09009351000;09;009;3510.00;1
TRACT;09009351100;09;009;3511.00;1
TRACT;09009351200;09;009;3512.00;1
TRACT;09009351300;09;009;3513.00;1
TRACT;09009351400;09;009;3514.00;1
TRACT;09009351500;09;009;3515.00;1
TRACT;09009351601;09;009;3516.01;1
TRACT;09009351602;09;009;3516.02;1
TRACT;09009351700;09;009;3517.00;1
TRACT;09009351800;09;009;3518.00;1
TRACT;09009351900;09;009;3519.00;1
TRACT;09009352000;09;009;3520.00;1
TRACT;09009352100;09;009;3521.00;1
TRACT;09009352200;09;009;3522.00;1
TRACT;09009352300;09;009;3523.00;1
TRACT;09009352400;09;009;3524.00;1
TRACT;09009352500;09;009;3525.00;1
TRACT;09009352600;09;009;3526.00;1
TRACT;09009352701;09;009;3527.01;1
TRACT;09009352702;09;009;3527.02;1
TRACT;09009352800;09;009;3528.00;1
TRACT;09009361100;09;009;3611.00;1
TRACT;09009361200;09;009;3612.00;1
TRACT;09009361300;09;009;3613.00;1
TRACT;09009361401;09;009;3614.01;1
TRACT;09009361402;09;009;3614.02;1
TRACT;09009361500;09;009;3615.00;1
TRACT;09009990000;09;009;9900.00;1
